Industry,Month,Revenue,Customers,GrowthRate,TrendScore
Technology,13,86523.50840962246,3511.792123752051,0.06412931454275624,0.5924603450735824
Technology,14,89533.33881330071,3716.5530817237864,0.062449665711087225,0.5869011697868796
Technology,15,93586.88508314503,3834.8074906036454,0.045519156585026754,0.457222594206306
Technology,16,95844.6673362427,3887.982927243223,0.06310907565598005,0.6893131891273779
Technology,17,103572.97886960606,4016.009220505486,0.05980983792097311,0.548922721372975
Technology,18,103944.46059202284,4116.701204161979,0.06322718560338089,0.5747743808392883
Technology,19,108558.0395427235,4509.910836950386,0.058912398515431424,0.6146475786821041
Technology,20,112070.43197513335,4339.816929217124,0.062240924818104164,0.6118342441296105
Technology,21,113293.02829564648,4404.04853242168,0.06024510174258942,0.6261254232752196
Technology,22,120353.4308233851,4783.890623912781,0.08153182457511557,0.6692917447311753
Technology,23,121616.96191016203,4787.501300860753,0.08189802933217671,0.669075232393126
Technology,24,119480.83447345767,4790.091103183397,0.038761042756901926,0.46751746270047156
Technology,25,122722.60201533891,5022.559067971431,0.0634175597577716,0.7108963407496522
Technology,26,130851.27151455815,5033.46445165064,0.05101585328651642,0.5796752250079074
Technology,27,127039.30037893807,5514.718814878153,0.07179440120721287,0.635513223430829
Technology,28,128860.59641272736,5563.080856124811,0.058854601547473816,0.6561638233360421
Technology,29,132216.7170236169,5390.093746556934,0.06005243699718183,0.6026112146741462
Technology,30,138649.80358556227,5693.427489852124,0.04932379570617405,0.5395000042798056
Technology,31,143360.88689513569,5797.165825108812,0.0671161487808889,0.5793486393125511
Technology,32,141397.65748779313,6031.651523284776,0.06332314011979591,0.5791913737711518
Technology,33,153653.45592656758,5977.351195143929,0.07179297184063826,0.6623407832736968
Technology,34,158182.24377464596,6343.30112636648,0.05751035851520926,0.636130340123764
Technology,35,156936.12784875545,6405.294733629852,0.05035076539419896,0.5860563999709167
Technology,36,161175.27346054875,6056.189077036533,0.048167414873342244,0.4388754654787062
Transportation,1,35066.77949666633,1952.6313383693941,0.04002357052096028,0.5038225916257901
Transportation,2,41635.846636713875,1682.9847812677663,0.007966175606448453,0.33705349308741134
Transportation,3,38777.196346817924,1930.095787785886,0.004325578999601235,0.3171718930223667
Transportation,4,34586.59149848544,2080.450882324506,0.028665982460968485,0.39633592298847464
Transportation,5,37833.39924798992,1866.1179717166572,0.02437320902726828,0.46962316116140335
Transportation,6,37292.82186099337,2145.6069773276768,0.019697423816275594,0.35884347746826073
Transportation,7,40803.908920136324,1959.7136516370938,0.01946350694652818,0.3374236401031984
Transportation,8,47894.17539874917,2165.2895327957594,0.018002744920074146,0.4007127201370818
Transportation,9,42538.01585092751,2171.8545600700168,0.031141667000434255,0.49358372050453647
Transportation,10,42158.496557168415,2163.627263903298,0.02224948302848356,0.29615135690563854
Transportation,11,40079.426813404345,2500.0311401166787,0.04144967713501284,0.49479658369724533
Transportation,12,47229.6708891673,2386.68752318153,0.055788808084552374,0.6349227859944908
Transportation,13,45991.2472255577,2241.668933909936,0.008935536797424277,0.3548508657804825
Transportation,14,44980.94776414709,2216.661943560349,0.018534271157574736,0.3385939556071539
Transportation,15,53186.4249052177,2607.2459635424175,0.024920273586833828,0.49859857487867043
Transportation,16,49232.10492294285,2390.8073698007606,0.040231240772696575,0.5281017060477159
Transportation,17,46763.26153702063,2536.449198287459,0.01624381746615243,0.31207910078254536
Transportation,18,53528.532642594924,2896.4124960705194,0.01101432426180859,0.3832200831435715
Transportation,19,49673.07229263452,2581.9311924352955,0.01907606075761131,0.3521807653040657
Transportation,20,52645.56488383448,2575.3574825383444,0.02770456825779839,0.4360109358165351
Transportation,21,52658.15585940077,2608.8654506937605,0.019232286694316675,0.4339309947628712
Transportation,22,55752.75156287314,2643.3667132802175,0.02599332305429226,0.46753597144005077
Transportation,23,50116.78415663589,2916.5040288569908,0.018373762410541533,0.4203987454823656
Transportation,24,53710.22253037245,2609.267684900322,0.008724575621168375,0.34602712543891095
Transportation,25,57654.16750516445,2789.3525062343388,0.03138592458777374,0.3738536198254207
Transportation,26,57551.76060405805,2788.3475700356316,0.01848163892197841,0.39477812817571273
Transportation,27,56043.759904148144,2957.3166683655263,0.03506292809214441,0.4464700469845646
Transportation,28,62007.07633619543,2890.5439718013577,0.03029804177915283,0.5235686399286592
Transportation,29,52960.06649961813,2985.4657116794283,0.030770721271805402,0.44370133705687737
Transportation,30,62363.437620113924,3059.402221992627,0.025865897874729,0.421545627604041
Transportation,31,65628.34618497943,3233.163126495182,0.028376026620752025,0.42128628479763675
Transportation,32,61537.18132778252,3175.116271827057,0.028944521423782968,0.42367338307790164
Transportation,33,64744.32457068925,3596.3101197968163,0.033711247034316924,0.4522550585631926
Transportation,34,68353.64176649184,3268.7886940467674,0.004618754648221462,0.27268945769523706
Transportation,35,60012.624236922435,3322.2729773938036,0.025184183791895517,0.5097427845732417
Transportation,36,67480.78212129249,3387.1349206786704,0.033294055811834894,0.3559135136087802
Finance,1,50386.84367432569,2392.629779083045,0.02021413754220159,0.4582583898713544
Finance,2,52375.489222483244,2291.7068129148797,0.04132781866106285,0.620173736195534
Finance,3,53585.598765175484,2468.2330879450506,0.030406391004597563,0.40953973654974823
Finance,4,57211.00744963274,2379.5874261136705,0.03571566237219393,0.45469543952271385
Finance,5,57836.939477239175,2635.0493157930423,0.045375399442579,0.5013761772701577
Finance,6,57270.375194119886,2515.185442632654,0.030557067399238885,0.471650361648437
Finance,7,62030.96584993607,2600.6752013733567,0.043696059201056604,0.5862621889455305
Finance,8,62680.3047096711,3097.51937188371,0.027262108008964274,0.3740778048792505
Finance,9,57783.839253287166,3117.4066467233774,0.04154365656354058,0.5049390492721801
Finance,10,65639.90587895947,2801.1766429052436,0.05945751979616827,0.6037486580796027
Finance,11,66808.18438381467,3155.864993584804,0.03981009231736714,0.5102446628007923
Finance,12,65788.57663366407,3194.7202535703996,0.05382024496475034,0.6363722271315005
Finance,13,74619.55987991819,3124.3176485353224,0.025103951797414197,0.4192304129820885
Finance,14,71687.17473686609,3442.1287277706424,0.01807535370285181,0.4668542844872898
Finance,15,72725.97630426304,3290.967839507887,0.024878956247398328,0.34165194764370316
Finance,16,77349.51175188574,3442.9976950782607,0.022100391002589464,0.3457480164097665
Finance,17,75552.64590212963,3759.3532287934095,0.032404086486363955,0.3868632847759145
Finance,18,77502.77080774217,3545.09146453785,0.008031133570584287,0.3374409245270308
Finance,19,79227.19640937397,3767.4309547220128,0.05348956094945345,0.6237760562246552
Finance,20,80793.33392833552,3574.02111368875,0.06073359803249861,0.6066289118632174
Finance,21,83321.78787573884,3813.3812369334996,0.03698084760767855,0.47768621744219564
Finance,22,83239.0139793593,3811.971158813941,0.03467246729784002,0.4461910979325119
Finance,23,84501.46265196853,3986.964534153785,0.03245022782579145,0.5374507885580917
Finance,24,80367.09057482096,4211.726027788369,0.047460851924976295,0.433634748004474
Finance,25,88971.93721775895,4069.2838701006312,0.02092488305282179,0.3657335808845652
Finance,26,88348.27246360251,4464.840566513543,0.044356783931474617,0.585361674407081
Finance,27,95525.01619212971,4109.642234317415,0.029754797337202266,0.4732427147474072
Finance,28,91373.61657332417,4462.949764525858,0.03259674601841865,0.4442426897146134
Finance,29,98852.87990461047,4499.639496722906,0.0313903383418092,0.5149181818772585
Finance,30,95156.81001720029,4602.39034104164,0.04093101257968384,0.4891777409327197
Finance,31,101058.39906672636,4399.332963542204,0.04424027019206901,0.5119562441381956
Finance,32,100191.83093844289,4821.351383875533,0.02795656309457241,0.369359750654684
Finance,33,98770.11247942831,4831.901492701847,0.022195706475037172,0.4987182414744041
Finance,34,98874.21177634885,5072.4684552435065,0.03711017467202619,0.4807152177666113
Finance,35,105165.24273957315,4954.870417152811,0.03462365297575152,0.5282833589795837
Finance,36,108822.68294598613,4994.545264219282,0.03136387787786144,0.45397210820325384
